Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified
POST_00167,2024-05-31 13:08:00,Twitter,Thread,Food,2674,142,338,35928,113,398196,0.79,13,Friday,24,509,Positive,Macro,True,False
POST_03082,2024-05-31 15:09:00,TikTok,Stitch,Food,29768,656,3615,137339,471,106831,31.86,15,Friday,17,78,Positive,Macro,True,True
POST_00543,2024-05-31 19:00:00,Instagram,Reel,Fitness,4277,346,244,21719,683,280354,1.74,19,Friday,11,483,Neutral,Macro,True,False
POST_03487,2024-06-01 01:14:00,Twitter,Poll,Travel,4793,293,662,50229,116,318958,1.8,1,Saturday,15,111,Positive,Macro,True,False
POST_01806,2024-06-01 02:49:00,TikTok,Stitch,Fashion,20401,1173,2181,34251,1580,467749,5.08,2,Saturday,28,174,Positive,Macro,True,False
POST_03544,2024-06-01 04:43:00,Twitter,Thread,Education,382,211,1019,2634,17,365671,0.44,4,Saturday,24,124,Positive,Macro,True,False
POST_03964,2024-06-01 10:15:00,Facebook,Live,Education,3752,14,129,72266,666,462911,0.84,10,Saturday,20,504,Positive,Macro,False,True
POST_04012,2024-06-01 12:14:00,Twitter,Retweet,Sports,3127,254,1978,54100,219,209790,2.55,12,Saturday,11,1725,Negative,Macro,True,False
POST_00429,2024-06-01 14:34:00,Twitter,Retweet,Health,2049,19,1626,69232,405,397113,0.93,14,Saturday,17,1096,Positive,Macro,True,False
POST_00165,2024-06-01 17:02:00,Instagram,Story,Travel,9646,161,176,1637,398,486602,2.05,17,Saturday,2,1108,Positive,Macro,True,True
POST_00350,2024-06-01 18:19:00,Facebook,Live,Health,4378,62,270,30904,38,362667,1.3,18,Saturday,8,454,Positive,Macro,True,True
POST_00902,2024-06-01 19:57:00,Instagram,Carousel,Gaming,2617,373,276,37855,836,482956,0.68,19,Saturday,28,664,Positive,Macro,True,False
POST_04675,2024-06-01 20:09:00,Twitter,Thread,Gaming,1275,102,133,92154,361,222604,0.68,20,Saturday,26,97,Positive,Macro,True,False
POST_04362,2024-06-01 20:46:00,Facebook,Video,Entertainment,3970,318,65,55297,342,335303,1.3,20,Saturday,24,443,Neutral,Macro,True,False
POST_04760,2024-06-02 00:37:00,YouTube,Video,Lifestyle,8714,710,868,962453,2460,27789,37.04,0,Sunday,24,188,Neutral,Micro,True,True
POST_01439,2024-06-02 05:59:00,Instagram,Photo,Gaming,3357,281,42,27756,284,492396,0.75,5,Sunday,5,1455,Neutral,Macro,True,False
POST_00684,2024-06-02 10:05:00,LinkedIn,Post,Food,1658,129,315,5366,259,229565,0.92,10,Sunday,17,1743,Neutral,Macro,True,True
POST_02462,2024-06-02 10:32:00,TikTok,Video,Travel,30809,367,4559,484344,1103,272130,13.13,10,Sunday,24,306,Neutral,Macro,True,True
POST_02242,2024-06-02 15:51:00,Instagram,Carousel,Fashion,8806,464,282,47412,142,438354,2.18,15,Sunday,0,604,Neutral,Macro,True,False
POST_01715,2024-06-02 16:48:00,Instagram,Photo,Sports,2477,94,233,5430,267,437772,0.64,16,Sunday,24,1761,Positive,Macro,True,False
POST_02112,2024-06-02 19:06:00,Instagram,Story,Education,6714,75,91,26635,149,195994,3.51,19,Sunday,17,1413,Positive,Macro,True,False
POST_01744,2024-06-03 04:12:00,Instagram,Story,Sports,3692,199,51,10122,305,387295,1.02,4,Monday,11,264,Positive,Macro,True,False
POST_03633,2024-06-03 22:55:00,Facebook,Post,Business,3685,161,908,10442,439,276863,1.72,22,Monday,8,1039,Neutral,Macro,True,True
POST_02550,2024-06-04 06:06:00,Instagram,Story,Technology,7171,8,92,7756,329,436810,1.66,6,Tuesday,13,1763,Negative,Macro,True,True
POST_01376,2024-06-04 13:39:00,TikTok,Duet,Education,9432,625,4672,345081,2952,206685,7.13,13,Tuesday,20,129,Neutral,Macro,True,True
POST_04763,2024-06-04 21:29:00,TikTok,Duet,Education,9351,766,3515,355558,237,498323,2.74,21,Tuesday,22,550,Positive,Macro,True,False
POST_01787,2024-06-05 06:44:00,Facebook,Live,Food,3235,198,982,61605,620,346587,1.27,6,Wednesday,5,28,Positive,Macro,True,True
POST_04938,2024-06-05 06:55:00,Facebook,Video,Fashion,2576,176,667,60791,516,479786,0.71,6,Wednesday,23,448,Neutral,Macro,False,False
POST_00839,2024-06-05 09:10:00,Facebook,Video,Fitness,3987,337,164,40576,537,322805,1.39,9,Wednesday,21,212,Positive,Macro,True,False
POST_00649,2024-06-05 20:04:00,TikTok,Video,Sports,19462,1261,3912,267120,1111,262570,9.38,20,Wednesday,27,443,Neutral,Macro,True,False
POST_01984,2024-06-06 00:29:00,Facebook,Post,Fitness,4837,37,518,37440,468,64584,8.35,0,Thursday,19,1206,Neutral,Mid-tier,True,True
POST_04574,2024-06-06 01:08:00,TikTok,Video,Fashion,14551,1728,1802,256979,2853,449333,4.02,1,Thursday,13,584,Neutral,Macro,True,False
POST_04102,2024-06-06 14:22:00,Twitter,Poll,Food,1386,26,1579,69004,385,479778,0.62,14,Thursday,10,1162,Neutral,Macro,True,False
POST_02850,2024-06-06 15:48:00,Twitter,Retweet,Food,4858,34,392,49603,414,172738,3.06,15,Thursday,2,1619,Positive,Macro,True,False
POST_00416,2024-06-06 15:59:00,Twitter,Retweet,Food,2493,45,1119,33210,343,80127,4.56,15,Thursday,2,723,Positive,Mid-tier,True,True
POST_01222,2024-06-06 22:27:00,Instagram,Photo,Education,1991,306,31,37489,366,70723,3.29,22,Thursday,11,301,Negative,Mid-tier,True,False
POST_01948,2024-06-07 01:09:00,Instagram,Carousel,Health,2933,257,240,37853,891,150525,2.28,1,Friday,29,1414,Neutral,Macro,True,False
POST_00173,2024-06-07 07:55:00,Facebook,Story,Sports,6846,89,25,64875,660,336760,2.07,7,Friday,23,417,Negative,Macro,True,False
POST_00526,2024-06-07 13:41:00,Facebook,Post,Fashion,5797,233,12,69851,335,38138,15.84,13,Friday,28,273,Positive,Micro,True,True
POST_00589,2024-06-07 21:30:00,Instagram,Carousel,Travel,2099,237,252,26021,842,98831,2.62,21,Friday,29,1167,Positive,Mid-tier,True,False
POST_04721,2024-06-08 01:56:00,Twitter,Poll,Travel,204,289,1090,71514,466,299088,0.53,1,Saturday,11,975,Positive,Macro,True,False
POST_02210,2024-06-08 03:07:00,YouTube,Community Post,Fashion,12321,808,398,581159,3354,221193,6.12,3,Saturday,1,1125,Neutral,Macro,True,True
POST_00015,2024-06-08 06:48:00,Instagram,Reel,Food,1315,162,99,13438,804,148077,1.06,6,Saturday,0,267,Positive,Macro,False,False
POST_00152,2024-06-08 08:18:00,Instagram,Reel,Lifestyle,897,207,289,47648,838,218790,0.64,8,Saturday,13,104,Positive,Macro,True,False
POST_04521,2024-06-08 11:32:00,TikTok,Duet,Fashion,49123,416,2354,102772,541,286913,18.09,11,Saturday,21,107,Positive,Macro,True,False
POST_04813,2024-06-08 15:09:00,Instagram,Photo,Business,2683,332,277,49860,276,481081,0.68,15,Saturday,7,1111,Positive,Macro,True,False
POST_01409,2024-06-08 17:20:00,Facebook,Post,Education,7416,62,995,20914,626,334650,2.53,17,Saturday,8,1008,Positive,Macro,True,False
POST_04501,2024-06-08 21:16:00,Facebook,Post,Fashion,1688,91,611,78486,307,231388,1.03,21,Saturday,28,1937,Positive,Macro,True,False
POST_02522,2024-06-09 00:22:00,Instagram,Photo,Health,7478,310,298,36177,249,256342,3.15,0,Sunday,18,824,Neutral,Macro,False,False
POST_04051,2024-06-09 03:08:00,YouTube,Video,Fashion,7713,121,1375,607065,2307,175898,5.24,3,Sunday,10,147,Neutral,Macro,True,True
POST_00361,2024-06-09 07:11:00,Twitter,Poll,Education,2083,297,872,36326,280,326232,1.0,7,Sunday,7,1046,Positive,Macro,True,False
POST_01848,2024-06-09 16:54:00,Instagram,Story,Travel,3438,488,145,30530,27,23802,17.1,16,Sunday,1,522,Positive,Micro,False,False
POST_02002,2024-06-09 17:14:00,Instagram,Carousel,Business,4340,255,49,13932,508,369777,1.26,17,Sunday,19,475,Positive,Macro,False,True
POST_03725,2024-06-09 17:23:00,Twitter,Tweet,Technology,2339,125,1952,27991,496,418503,1.06,17,Sunday,28,835,Neutral,Macro,True,False
POST_03620,2024-06-09 19:31:00,Instagram,Reel,Fashion,1040,77,247,43988,482,9710,14.05,19,Sunday,10,239,Neutral,Nano,True,False
POST_00473,2024-06-10 02:28:00,Instagram,Photo,Gaming,3107,224,72,15804,863,228122,1.49,2,Monday,24,1116,Negative,Macro,True,False
POST_01433,2024-06-10 08:49:00,Facebook,Post,Business,6192,154,264,16835,596,384048,1.72,8,Monday,3,1675,Negative,Macro,True,False
POST_04076,2024-06-10 08:56:00,Facebook,Story,Fitness,998,156,157,64578,149,256096,0.51,8,Monday,10,612,Positive,Macro,True,False
POST_00606,2024-06-10 11:19:00,Facebook,Live,Technology,7534,28,984,32952,84,465010,1.84,11,Monday,12,419,Neutral,Macro,True,False
POST_02084,2024-06-10 11:38:00,YouTube,Video,Entertainment,11449,946,407,350921,4507,21020,60.9,11,Monday,2,576,Positive,Micro,True,False
POST_00961,2024-06-10 13:41:00,Instagram,Story,Business,3734,248,233,4151,201,458254,0.92,13,Monday,4,1947,Negative,Macro,True,False
POST_01349,2024-06-10 14:29:00,YouTube,Short,Fashion,8310,520,1525,580823,4476,269762,3.84,14,Monday,29,99,Positive,Macro,False,True
POST_00144,2024-06-10 14:53:00,Twitter,Tweet,Travel,1983,233,1802,53587,107,373560,1.08,14,Monday,28,660,Positive,Macro,True,True
POST_02360,2024-06-10 15:05:00,Instagram,Reel,Lifestyle,1825,299,113,11851,749,373506,0.6,15,Monday,11,423,Positive,Macro,True,False
POST_02424,2024-06-10 17:38:00,Facebook,Video,Fashion,4593,72,205,5203,259,409478,1.19,17,Monday,27,75,Negative,Macro,True,True
POST_00609,2024-06-10 19:03:00,Facebook,Post,Business,1468,136,271,30828,787,4928,38.05,19,Monday,0,1829,Positive,Nano,True,False
POST_01559,2024-06-10 23:27:00,TikTok,Stitch,Fitness,19437,1045,1378,96150,77,479924,4.55,23,Monday,17,452,Positive,Macro,True,False
POST_01673,2024-06-11 02:19:00,TikTok,Duet,Travel,43452,1793,4633,135078,1782,396412,12.58,2,Tuesday,17,405,Positive,Macro,True,True
POST_01752,2024-06-11 15:50:00,Instagram,Story,Entertainment,7647,117,31,6607,170,417524,1.87,15,Tuesday,16,1306,Positive,Macro,False,True
POST_04934,2024-06-11 16:47:00,Twitter,Tweet,Entertainment,1039,273,1459,2049,74,124297,2.23,16,Tuesday,4,149,Positive,Macro,False,False
POST_04800,2024-06-11 18:25:00,Facebook,Live,Gaming,818,10,40,56731,16,111536,0.78,18,Tuesday,3,132,Negative,Macro,True,True
POST_04057,2024-06-11 19:36:00,TikTok,Stitch,Business,30896,347,1889,29401,962,232380,14.26,19,Tuesday,16,17,Neutral,Macro,True,False
POST_00238,2024-06-11 23:55:00,Instagram,Story,Health,450,369,66,5945,590,183920,0.48,23,Tuesday,14,181,Positive,Macro,False,False
POST_00796,2024-06-12 00:09:00,TikTok,Stitch,Technology,38498,1499,1983,401523,1411,127080,33.03,0,Wednesday,13,547,Positive,Macro,True,True
POST_04338,2024-06-12 00:35:00,YouTube,Short,Travel,14502,754,1397,84857,223,497562,3.35,0,Wednesday,1,330,Negative,Macro,True,False
POST_01826,2024-06-12 03:26:00,Facebook,Story,Business,1726,246,891,59565,258,279923,1.02,3,Wednesday,25,1217,Neutral,Macro,True,True
POST_02059,2024-06-12 05:36:00,LinkedIn,Post,Travel,1680,148,428,11114,59,474463,0.48,5,Wednesday,27,1378,Neutral,Macro,True,False
POST_03366,2024-06-12 08:08:00,Facebook,Story,Education,598,349,306,35513,354,174388,0.72,8,Wednesday,1,1772,Positive,Macro,True,False
POST_00876,2024-06-12 15:32:00,Instagram,Reel,Health,1582,355,268,16515,902,34250,6.44,15,Wednesday,2,597,Neutral,Micro,True,False
POST_02992,2024-06-12 21:59:00,TikTok,Stitch,Gaming,35600,1882,4740,334649,934,477861,8.84,21,Wednesday,11,112,Neutral,Macro,True,False
POST_02014,2024-06-13 05:14:00,Instagram,Reel,Lifestyle,4030,97,281,11097,405,3747,117.64,5,Thursday,25,239,Negative,Nano,True,False
POST_01919,2024-06-13 09:43:00,Twitter,Thread,Food,411,275,849,91069,450,309059,0.5,9,Thursday,15,316,Negative,Macro,True,False
POST_00394,2024-06-13 10:26:00,TikTok,Video,Fashion,27553,915,2443,411122,2750,459640,6.73,10,Thursday,21,505,Positive,Macro,True,False
POST_03405,2024-06-13 14:40:00,LinkedIn,Poll,Lifestyle,833,116,425,16174,224,489649,0.28,14,Thursday,2,1367,Negative,Macro,True,False
POST_04767,2024-06-13 16:33:00,TikTok,Stitch,Health,48335,1743,2281,457082,807,272825,19.19,16,Thursday,14,127,Positive,Macro,False,False
POST_03226,2024-06-13 16:49:00,TikTok,Stitch,Fashion,28487,43,474,394563,261,232601,12.47,16,Thursday,5,218,Positive,Macro,True,False
POST_01945,2024-06-13 18:54:00,TikTok,Video,Health,10320,1664,4569,468593,1953,315949,5.24,18,Thursday,25,570,Positive,Macro,True,False
POST_03411,2024-06-13 22:16:00,Twitter,Thread,Gaming,516,86,465,78554,478,339434,0.31,22,Thursday,15,1222,Positive,Macro,True,False
POST_04832,2024-06-13 22:27:00,LinkedIn,Article,Entertainment,1007,127,294,6085,158,58735,2.43,22,Thursday,13,608,Positive,Mid-tier,True,False
POST_02896,2024-06-14 02:17:00,TikTok,Duet,Technology,23670,881,3481,493835,1168,6783,413.27,2,Friday,6,517,Positive,Nano,True,False
POST_00840,2024-06-14 10:59:00,Facebook,Live,Entertainment,7882,354,549,53233,503,281748,3.12,10,Friday,21,584,Positive,Macro,True,False
POST_00068,2024-06-14 17:49:00,TikTok,Duet,Gaming,8071,559,995,292795,1294,245061,3.93,17,Friday,27,301,Neutral,Macro,True,False
POST_03616,2024-06-14 19:13:00,Instagram,Reel,Education,1513,295,40,38139,52,98612,1.87,19,Friday,15,26,Positive,Mid-tier,True,False
POST_03043,2024-06-14 22:29:00,Instagram,Reel,Lifestyle,3130,480,168,18244,916,200379,1.89,22,Friday,14,487,Negative,Macro,True,False
POST_00161,2024-06-14 23:28:00,Twitter,Tweet,Fashion,4031,47,1420,34910,425,73630,7.47,23,Friday,22,1696,Positive,Mid-tier,False,False
POST_03808,2024-06-14 23:34:00,Twitter,Tweet,Sports,4133,165,1827,31261,67,309780,1.98,23,Friday,23,1304,Positive,Macro,True,False
POST_03719,2024-06-15 04:32:00,Twitter,Thread,Technology,2023,73,1385,94232,350,20382,17.08,4,Saturday,19,514,Neutral,Micro,False,True
POST_00705,2024-06-15 05:53:00,Instagram,Reel,Lifestyle,1686,41,108,18727,194,132412,1.39,5,Saturday,20,416,Negative,Macro,True,False
POST_00174,2024-06-15 05:56:00,Instagram,Carousel,Fitness,1836,392,85,10149,380,216896,1.07,5,Saturday,2,961,Negative,Macro,True,True
POST_03113,2024-06-15 17:19:00,LinkedIn,Poll,Lifestyle,798,3,143,3829,289,172454,0.55,17,Saturday,10,1032,Neutral,Macro,True,False
POST_01691,2024-06-15 18:49:00,Instagram,Story,Technology,9169,418,10,37392,665,480969,2.0,18,Saturday,5,1676,Positive,Macro,True,False
POST_01688,2024-06-16 08:47:00,Facebook,Post,Business,7885,69,70,24239,602,2523,318.03,8,Sunday,24,1820,Positive,Nano,True,False
POST_04647,2024-06-16 09:21:00,LinkedIn,Post,Gaming,1832,133,229,2563,216,262821,0.83,9,Sunday,28,1446,Positive,Macro,True,False
POST_04416,2024-06-16 12:29:00,Facebook,Video,Fitness,6830,103,595,10523,464,461394,1.63,12,Sunday,7,148,Positive,Macro,True,False
POST_00035,2024-06-16 14:24:00,YouTube,Short,Food,6733,722,1014,619882,1271,214531,3.95,14,Sunday,1,452,Positive,Macro,False,False
POST_01421,2024-06-16 15:22:00,Twitter,Retweet,Health,4217,113,697,49743,20,20839,24.12,15,Sunday,7,386,Neutral,Micro,True,True
POST_04083,2024-06-17 08:13:00,Facebook,Live,Food,3614,289,388,12310,98,319603,1.34,8,Monday,9,155,Neutral,Macro,True,False
POST_03873,2024-06-17 10:19:00,Instagram,Reel,Technology,3130,417,207,20889,839,199237,1.88,10,Monday,4,575,Positive,Macro,True,True
POST_01012,2024-06-17 10:54:00,YouTube,Live,Gaming,11156,90,1249,400782,3411,112993,11.06,10,Monday,12,72,Neutral,Macro,True,True
POST_03664,2024-06-17 13:03:00,Instagram,Reel,Technology,9249,274,94,48568,387,132657,7.25,13,Monday,20,240,Negative,Macro,True,True
POST_01877,2024-06-17 15:08:00,Facebook,Post,Entertainment,776,244,495,69048,715,4182,36.23,15,Monday,18,1236,Neutral,Nano,True,False
POST_01598,2024-06-17 19:56:00,Instagram,Reel,Fitness,2673,384,20,49983,327,266771,1.15,19,Monday,1,566,Positive,Macro,True,False
POST_01850,2024-06-18 02:48:00,Facebook,Post,Sports,2325,195,423,51300,313,178263,1.65,2,Tuesday,17,1057,Negative,Macro,True,True
POST_04952,2024-06-18 06:46:00,Instagram,Story,Fitness,6249,172,206,2294,200,292364,2.27,6,Tuesday,4,676,Negative,Macro,False,False
POST_02081,2024-06-18 07:04:00,Instagram,Photo,Lifestyle,5030,269,214,2880,19,211409,2.61,7,Tuesday,3,1203,Positive,Macro,True,False
POST_04588,2024-06-18 14:48:00,Instagram,Carousel,Lifestyle,5457,70,154,48094,444,67914,8.36,14,Tuesday,7,680,Positive,Mid-tier,True,False
POST_02684,2024-06-18 18:38:00,Twitter,Poll,Fitness,145,62,124,51603,194,32271,1.03,18,Tuesday,24,373,Positive,Micro,True,False
POST_03754,2024-06-18 22:01:00,LinkedIn,Article,Fashion,1270,14,350,790,13,58719,2.78,22,Tuesday,13,1462,Neutral,Mid-tier,True,False
POST_00707,2024-06-18 23:28:00,Twitter,Retweet,Food,4282,91,268,22711,216,411441,1.13,23,Tuesday,4,836,Positive,Macro,False,False
POST_01824,2024-06-19 03:08:00,TikTok,Video,Education,36970,740,2246,333848,465,426032,9.38,3,Wednesday,27,109,Positive,Macro,True,True
POST_03584,2024-06-19 04:47:00,TikTok,Video,Health,29643,660,53,491080,916,398128,7.62,4,Wednesday,27,403,Positive,Macro,True,False
POST_02095,2024-06-19 08:59:00,Twitter,Thread,Health,3334,165,328,98847,43,189659,2.02,8,Wednesday,12,1245,Positive,Macro,False,False
POST_01584,2024-06-19 13:31:00,Facebook,Live,Fashion,6763,69,180,8445,262,312388,2.24,13,Wednesday,25,253,Positive,Macro,False,False
POST_04119,2024-06-20 01:26:00,Instagram,Carousel,Health,1178,470,253,34287,938,360088,0.53,1,Thursday,19,839,Neutral,Macro,True,False
POST_04960,2024-06-20 01:32:00,LinkedIn,Post,Fashion,377,79,434,20982,262,475457,0.19,1,Thursday,14,177,Positive,Macro,True,False
POST_01297,2024-06-20 02:36:00,Instagram,Reel,Health,9225,227,21,31978,849,455201,2.08,2,Thursday,9,463,Positive,Macro,True,False
POST_02354,2024-06-20 08:37:00,TikTok,Video,Fashion,15705,567,1300,442599,1994,99489,17.66,8,Thursday,25,139,Positive,Mid-tier,True,False
POST_01194,2024-06-20 13:17:00,Facebook,Story,Technology,3803,186,71,2864,390,220755,1.84,13,Thursday,2,1181,Positive,Macro,True,True
POST_02857,2024-06-20 14:25:00,Instagram,Carousel,Fashion,2481,81,235,2237,494,4296,65.11,14,Thursday,20,1600,Positive,Nano,True,False
POST_04182,2024-06-20 15:28:00,LinkedIn,Post,Food,688,14,493,23732,159,101847,1.17,15,Thursday,29,486,Neutral,Macro,True,False
POST_03971,2024-06-20 16:24:00,YouTube,Short,Fashion,1818,380,1045,670103,4546,194760,1.67,16,Thursday,13,418,Neutral,Macro,True,False
POST_03186,2024-06-20 17:20:00,Facebook,Post,Education,782,136,161,27848,442,453167,0.24,17,Thursday,28,956,Positive,Macro,True,False
POST_01976,2024-06-20 17:34:00,YouTube,Video,Gaming,3016,337,1208,529016,4556,188811,2.42,17,Thursday,24,544,Positive,Macro,False,False
POST_02265,2024-06-20 20:51:00,Facebook,Video,Business,3400,12,98,67773,378,205827,1.71,20,Thursday,3,529,Positive,Macro,True,False
POST_03437,2024-06-21 01:25:00,Instagram,Reel,Entertainment,7128,158,12,17456,653,488571,1.49,1,Friday,1,481,Negative,Macro,True,True
POST_03260,2024-06-21 02:23:00,TikTok,Stitch,Health,9864,310,2721,411058,677,302622,4.26,2,Friday,23,172,Positive,Macro,True,False
POST_00642,2024-06-21 02:32:00,Twitter,Poll,Lifestyle,4619,226,1578,48800,447,116916,5.49,2,Friday,23,135,Positive,Macro,True,False
POST_04100,2024-06-21 02:42:00,Instagram,Carousel,Fashion,7153,450,126,40290,337,366133,2.11,2,Friday,17,770,Positive,Macro,False,False
POST_03798,2024-06-21 07:34:00,Instagram,Story,Gaming,9799,160,215,19669,806,169991,5.99,7,Friday,16,1985,Neutral,Macro,True,False
POST_04232,2024-06-21 15:00:00,Facebook,Live,Fashion,6447,157,655,35960,742,208476,3.48,15,Friday,13,313,Neutral,Macro,False,False
POST_03498,2024-06-21 23:32:00,TikTok,Stitch,Technology,19738,1402,2768,21396,2257,421285,5.68,23,Friday,25,403,Neutral,Macro,True,True
POST_03313,2024-06-22 00:34:00,LinkedIn,Poll,Food,170,103,335,5007,278,109393,0.56,0,Saturday,25,1847,Neutral,Macro,True,True
POST_03777,2024-06-22 01:39:00,TikTok,Video,Fashion,43142,975,56,227029,2926,304302,14.52,1,Saturday,0,117,Positive,Macro,True,False
POST_02834,2024-06-22 18:03:00,Twitter,Thread,Gaming,4909,210,1161,90468,437,60305,10.41,18,Saturday,24,502,Neutral,Mid-tier,False,True
POST_02169,2024-06-22 21:02:00,LinkedIn,Post,Gaming,183,74,232,3306,165,470879,0.1,21,Saturday,22,1730,Positive,Macro,True,False
POST_00216,2024-06-22 21:05:00,Instagram,Photo,Sports,3585,250,82,42121,918,93906,4.17,21,Saturday,24,133,Positive,Mid-tier,True,True
POST_02289,2024-06-23 00:02:00,Facebook,Post,Travel,6107,373,309,49284,155,335558,2.02,0,Sunday,20,1925,Neutral,Macro,False,False
POST_01817,2024-06-23 10:22:00,Twitter,Thread,Education,4291,263,768,30602,204,212021,2.51,10,Sunday,9,457,Positive,Macro,True,False
POST_02954,2024-06-23 18:04:00,Facebook,Video,Gaming,6386,281,760,51355,124,203357,3.65,18,Sunday,26,594,Positive,Macro,True,False
POST_04887,2024-06-23 18:27:00,Twitter,Retweet,Entertainment,180,5,1430,2733,324,354262,0.46,18,Sunday,21,1886,Neutral,Macro,True,True
POST_03023,2024-06-23 18:35:00,LinkedIn,Post,Food,283,12,311,6862,5,31393,1.93,18,Sunday,15,1878,Neutral,Micro,True,False
POST_01728,2024-06-23 21:56:00,YouTube,Community Post,Fashion,5950,802,1230,763129,609,293866,2.72,21,Sunday,29,1371,Negative,Macro,True,True
POST_02722,2024-06-24 02:19:00,TikTok,Stitch,Food,253,591,807,75422,2231,405948,0.41,2,Monday,1,440,Negative,Macro,True,True
POST_01142,2024-06-24 02:31:00,Twitter,Poll,Lifestyle,2106,207,1927,70535,47,340226,1.25,2,Monday,17,1923,Positive,Macro,True,False
POST_04599,2024-06-24 07:02:00,Twitter,Thread,Education,1865,7,471,36712,203,272967,0.86,7,Monday,19,1959,Positive,Macro,True,False
POST_04984,2024-06-24 19:20:00,TikTok,Video,Food,6118,1766,1818,403929,833,252259,3.85,19,Monday,9,28,Positive,Macro,True,False
POST_00849,2024-06-24 21:39:00,Facebook,Story,Gaming,6884,160,849,50938,426,300791,2.62,21,Monday,2,1391,Neutral,Macro,True,False
POST_01656,2024-06-25 08:25:00,YouTube,Short,Fitness,10959,625,530,536872,2126,449912,2.69,8,Tuesday,16,64,Negative,Macro,True,False
POST_01512,2024-06-25 11:13:00,LinkedIn,Poll,Lifestyle,400,136,329,18122,239,122611,0.71,11,Tuesday,24,695,Negative,Macro,True,False
POST_01537,2024-06-26 05:15:00,Instagram,Story,Food,4633,110,194,25552,131,467655,1.06,5,Wednesday,20,514,Positive,Macro,True,False
POST_04949,2024-06-26 06:43:00,TikTok,Video,Travel,555,1509,4325,206228,725,496262,1.29,6,Wednesday,1,391,Positive,Macro,True,True
POST_02963,2024-06-26 10:04:00,Twitter,Poll,Travel,1038,231,669,28546,292,443722,0.44,10,Wednesday,14,314,Positive,Macro,True,False
POST_04893,2024-06-26 12:57:00,Facebook,Live,Travel,4436,220,918,27311,350,461642,1.21,12,Wednesday,1,409,Neutral,Macro,True,True
POST_00931,2024-06-26 14:58:00,Instagram,Photo,Fitness,4141,448,216,29250,484,144106,3.33,14,Wednesday,2,474,Positive,Macro,True,True
POST_04723,2024-06-26 16:10:00,Instagram,Photo,Education,5297,90,29,47725,260,250300,2.16,16,Wednesday,19,214,Neutral,Macro,False,False
POST_01287,2024-06-26 17:10:00,Instagram,Reel,Fashion,4195,89,184,11434,13,56721,7.88,17,Wednesday,10,394,Positive,Mid-tier,True,False
POST_04172,2024-06-26 18:35:00,YouTube,Short,Education,12569,653,169,386367,224,461273,2.9,18,Wednesday,27,433,Positive,Macro,True,False
POST_01494,2024-06-27 00:25:00,Instagram,Reel,Fitness,6877,129,66,1292,793,217506,3.25,0,Thursday,5,372,Neutral,Macro,True,False
POST_00546,2024-06-27 03:42:00,Twitter,Tweet,Fitness,4386,96,146,49821,210,443944,1.04,3,Thursday,5,408,Positive,Macro,True,False
POST_03944,2024-06-27 07:56:00,Twitter,Poll,Fitness,1414,52,219,21856,416,340932,0.49,7,Thursday,0,1428,Positive,Macro,True,False
POST_00822,2024-06-27 11:32:00,Instagram,Story,Fitness,7588,275,166,24134,816,92879,8.64,11,Thursday,2,607,Neutral,Mid-tier,True,True
POST_02073,2024-06-27 12:41:00,Instagram,Reel,Sports,5657,22,57,19850,44,65758,8.72,12,Thursday,6,503,Neutral,Mid-tier,False,True
POST_00208,2024-06-27 19:36:00,LinkedIn,Document,Education,1102,102,377,29889,149,104804,1.51,19,Thursday,1,708,Neutral,Macro,True,False
POST_02979,2024-06-27 19:44:00,LinkedIn,Article,Health,112,132,441,15568,114,61132,1.12,19,Thursday,13,1887,Negative,Mid-tier,True,True
POST_02670,2024-06-28 06:21:00,Twitter,Tweet,Food,3351,5,1916,45954,474,148516,3.55,6,Friday,21,375,Positive,Macro,True,False
POST_04189,2024-06-28 08:24:00,LinkedIn,Post,Gaming,1028,66,406,13670,67,402183,0.37,8,Friday,10,1294,Negative,Macro,True,False
POST_02845,2024-06-28 08:50:00,Facebook,Story,Entertainment,491,268,206,33440,229,354582,0.27,8,Friday,26,675,Neutral,Macro,True,False
POST_01565,2024-06-28 12:19:00,TikTok,Duet,Business,16808,995,4802,459412,1789,421644,5.36,12,Friday,22,172,Neutral,Macro,True,False
POST_02163,2024-06-28 20:31:00,Twitter,Retweet,Gaming,4830,92,385,22323,154,190737,2.78,20,Friday,29,1163,Negative,Macro,True,False
POST_03061,2024-06-28 20:35:00,Twitter,Thread,Fitness,85,11,206,20332,218,490512,0.06,20,Friday,9,172,Neutral,Macro,True,False
POST_01062,2024-06-28 20:43:00,YouTube,Community Post,Fashion,19528,322,534,399216,3367,19847,102.71,20,Friday,23,1854,Positive,Micro,False,False
POST_03104,2024-06-28 22:44:00,Twitter,Tweet,Travel,985,278,1184,89598,204,489332,0.5,22,Friday,24,516,Positive,Macro,False,False
POST_00968,2024-06-29 01:53:00,Twitter,Thread,Education,175,103,1041,40419,469,439863,0.3,1,Saturday,1,629,Negative,Macro,True,False
POST_04821,2024-06-29 02:09:00,Twitter,Poll,Fitness,2019,126,145,4386,325,145744,1.57,2,Saturday,26,1181,Positive,Macro,False,False
