Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,month,year,total_engagement,engagement_per_1k_views,engagement_per_1k_followers,Engagement_Rate_winsorized,Views_winsorized,Likes_winsorized,total_engagement_winsorized,is_sports_fitness_health,influencer_tier_norm
POST_00543,2024-05-31 19:00:00,Instagram,Reel,Fitness,4277,346,244,21719,683,280354,1.74,19,Friday,11,483,Neutral,Macro,True,False,5,2024,5550,255.53662691652468,19.796400265378768,1.74,21719.0,4277.0,5550.0,True,macro
POST_04012,2024-06-01 12:14:00,Twitter,Retweet,Sports,3127,254,1978,54100,219,209790,2.55,12,Saturday,11,1725,Negative,Macro,True,False,6,2024,5578,103.10536044362293,26.58849325515992,2.55,54100.0,3127.0,5578.0,True,macro
POST_00429,2024-06-01 14:34:00,Twitter,Retweet,Health,2049,19,1626,69232,405,397113,0.93,14,Saturday,17,1096,Positive,Macro,True,False,6,2024,4099,59.20672521377398,10.321999027984477,0.93,69232.0,2049.0,4099.0,True,macro
POST_00350,2024-06-01 18:19:00,Facebook,Live,Health,4378,62,270,30904,38,362667,1.3,18,Saturday,8,454,Positive,Macro,True,True,6,2024,4748,153.6370696349987,13.091899731709805,1.3,30904.0,4378.0,4748.0,True,macro
POST_01715,2024-06-02 16:48:00,Instagram,Photo,Sports,2477,94,233,5430,267,437772,0.64,16,Sunday,24,1761,Positive,Macro,True,False,6,2024,3071,565.561694290976,7.015067203932641,0.64,5430.0,2477.0,3071.0,True,macro
POST_01744,2024-06-03 04:12:00,Instagram,Story,Sports,3692,199,51,10122,305,387295,1.02,4,Monday,11,264,Positive,Macro,True,False,6,2024,4247,419.5811104524798,10.965801262603442,1.02,10122.0,3692.0,4247.0,True,macro
POST_00839,2024-06-05 09:10:00,Facebook,Video,Fitness,3987,337,164,40576,537,322805,1.39,9,Wednesday,21,212,Positive,Macro,True,False,6,2024,5025,123.84167981072555,15.566673378665138,1.39,40576.0,3987.0,5025.0,True,macro
POST_00649,2024-06-05 20:04:00,TikTok,Video,Sports,19462,1261,3912,267120,1111,262570,9.38,20,Wednesday,27,443,Neutral,Macro,True,False,6,2024,25746,96.38364779874215,98.05385230605172,9.38,267120.0,19462.0,25746.0,True,macro
POST_01984,2024-06-06 00:29:00,Facebook,Post,Fitness,4837,37,518,37440,468,64584,8.35,0,Thursday,19,1206,Neutral,Mid-tier,True,True,6,2024,5860,156.51709401709402,90.73454725628639,8.35,37440.0,4837.0,5860.0,True,mid-tier
POST_01948,2024-06-07 01:09:00,Instagram,Carousel,Health,2933,257,240,37853,891,150525,2.28,1,Friday,29,1414,Neutral,Macro,True,False,6,2024,4321,114.15211475972842,28.706194984221888,2.28,37853.0,2933.0,4321.0,True,macro
POST_00173,2024-06-07 07:55:00,Facebook,Story,Sports,6846,89,25,64875,660,336760,2.07,7,Friday,23,417,Negative,Macro,True,False,6,2024,7620,117.45664739884393,22.627390426416436,2.07,64875.0,6846.0,7620.0,True,macro
POST_02522,2024-06-09 00:22:00,Instagram,Photo,Health,7478,310,298,36177,249,256342,3.15,0,Sunday,18,824,Neutral,Macro,False,False,6,2024,8335,230.39500234955912,32.515155534403256,3.15,36177.0,7478.0,8335.0,True,macro
POST_04076,2024-06-10 08:56:00,Facebook,Story,Fitness,998,156,157,64578,149,256096,0.51,8,Monday,10,612,Positive,Macro,True,False,6,2024,1460,22.60831862244108,5.700987129826315,0.51,64578.0,998.0,1460.0,True,macro
POST_01559,2024-06-10 23:27:00,TikTok,Stitch,Fitness,19437,1045,1378,96150,77,479924,4.55,23,Monday,17,452,Positive,Macro,True,False,6,2024,21937,228.15392615704627,45.70932064243505,4.55,96150.0,19437.0,21937.0,True,macro
POST_00238,2024-06-11 23:55:00,Instagram,Story,Health,450,369,66,5945,590,183920,0.48,23,Tuesday,14,181,Positive,Macro,False,False,6,2024,1475,248.107653490328,8.019791213571118,0.48,5945.0,450.0,1475.0,True,macro
POST_00876,2024-06-12 15:32:00,Instagram,Reel,Health,1582,355,268,16515,902,34250,6.44,15,Wednesday,2,597,Neutral,Micro,True,False,6,2024,3107,188.13200121102028,90.71532846715328,6.44,16515.0,1582.0,3107.0,True,micro
POST_04767,2024-06-13 16:33:00,TikTok,Stitch,Health,48335,1743,2281,457082,807,272825,19.19,16,Thursday,14,127,Positive,Macro,False,False,6,2024,53166,116.31610958208812,194.87217080546137,19.19,457082.0,47071.60000000001,52434.52000000001,True,macro
POST_01945,2024-06-13 18:54:00,TikTok,Video,Health,10320,1664,4569,468593,1953,315949,5.24,18,Thursday,25,570,Positive,Macro,True,False,6,2024,18506,39.49269408633932,58.57274433531994,5.24,468593.0,10320.0,18506.0,True,macro
POST_03808,2024-06-14 23:34:00,Twitter,Tweet,Sports,4133,165,1827,31261,67,309780,1.98,23,Friday,23,1304,Positive,Macro,True,False,6,2024,6192,198.07427785419532,19.988378849506102,1.98,31261.0,4133.0,6192.0,True,macro
POST_00174,2024-06-15 05:56:00,Instagram,Carousel,Fitness,1836,392,85,10149,380,216896,1.07,5,Saturday,2,961,Negative,Macro,True,True,6,2024,2693,265.3463395408415,12.416088816760107,1.07,10149.0,1836.0,2693.0,True,macro
POST_04416,2024-06-16 12:29:00,Facebook,Video,Fitness,6830,103,595,10523,464,461394,1.63,12,Sunday,7,148,Positive,Macro,True,False,6,2024,7992,759.4792359593272,17.321421604962353,1.63,10523.0,6830.0,7992.0,True,macro
POST_01421,2024-06-16 15:22:00,Twitter,Retweet,Health,4217,113,697,49743,20,20839,24.12,15,Sunday,7,386,Neutral,Micro,True,True,6,2024,5047,101.461512172567,242.19012428619416,24.12,49743.0,4217.0,5047.0,True,micro
POST_01598,2024-06-17 19:56:00,Instagram,Reel,Fitness,2673,384,20,49983,327,266771,1.15,19,Monday,1,566,Positive,Macro,True,False,6,2024,3404,68.10315507272473,12.76000764700811,1.15,49983.0,2673.0,3404.0,True,macro
POST_01850,2024-06-18 02:48:00,Facebook,Post,Sports,2325,195,423,51300,313,178263,1.65,2,Tuesday,17,1057,Negative,Macro,True,True,6,2024,3256,63.46978557504873,18.265147562870588,1.65,51300.0,2325.0,3256.0,True,macro
POST_04952,2024-06-18 06:46:00,Instagram,Story,Fitness,6249,172,206,2294,200,292364,2.27,6,Tuesday,4,676,Negative,Macro,False,False,6,2024,6827,2976.0244115082824,23.351028170362973,2.27,2294.0,6249.0,6827.0,True,macro
POST_02684,2024-06-18 18:38:00,Twitter,Poll,Fitness,145,62,124,51603,194,32271,1.03,18,Tuesday,24,373,Positive,Micro,True,False,6,2024,525,10.173827103075402,16.268476340987263,1.03,51603.0,145.0,525.0,True,micro
POST_03584,2024-06-19 04:47:00,TikTok,Video,Health,29643,660,53,491080,916,398128,7.62,4,Wednesday,27,403,Positive,Macro,True,False,6,2024,31272,63.680052129999176,78.54760278101514,7.62,491080.0,29643.0,31272.0,True,macro
POST_02095,2024-06-19 08:59:00,Twitter,Thread,Health,3334,165,328,98847,43,189659,2.02,8,Wednesday,12,1245,Positive,Macro,False,False,6,2024,3870,39.15141582445598,20.405042734592083,2.02,98847.0,3334.0,3870.0,True,macro
POST_04119,2024-06-20 01:26:00,Instagram,Carousel,Health,1178,470,253,34287,938,360088,0.53,1,Thursday,19,839,Neutral,Macro,True,False,6,2024,2839,82.80106162685566,7.884183866166048,0.53,34287.0,1178.0,2839.0,True,macro
POST_01297,2024-06-20 02:36:00,Instagram,Reel,Health,9225,227,21,31978,849,455201,2.08,2,Thursday,9,463,Positive,Macro,True,False,6,2024,10322,322.7844142848208,22.675697109628494,2.08,31978.0,9225.0,10322.0,True,macro
POST_03260,2024-06-21 02:23:00,TikTok,Stitch,Health,9864,310,2721,411058,677,302622,4.26,2,Friday,23,172,Positive,Macro,True,False,6,2024,13572,33.01723844323672,44.84802823324147,4.26,411058.0,9864.0,13572.0,True,macro
POST_00216,2024-06-22 21:05:00,Instagram,Photo,Sports,3585,250,82,42121,918,93906,4.17,21,Saturday,24,133,Positive,Mid-tier,True,True,6,2024,4835,114.7883478549892,51.487657870636596,4.17,42121.0,3585.0,4835.0,True,mid-tier
POST_01656,2024-06-25 08:25:00,YouTube,Short,Fitness,10959,625,530,536872,2126,449912,2.69,8,Tuesday,16,64,Negative,Macro,True,False,6,2024,14240,26.5240131725998,31.650633901740783,2.69,536872.0,10959.0,14240.0,True,macro
POST_00931,2024-06-26 14:58:00,Instagram,Photo,Fitness,4141,448,216,29250,484,144106,3.33,14,Wednesday,2,474,Positive,Macro,True,True,6,2024,5289,180.82051282051282,36.70214980639252,3.33,29250.0,4141.0,5289.0,True,macro
POST_01494,2024-06-27 00:25:00,Instagram,Reel,Fitness,6877,129,66,1292,793,217506,3.25,0,Thursday,5,372,Neutral,Macro,True,False,6,2024,7865,6087.461300309598,36.15992202513954,3.25,1292.0,6877.0,7865.0,True,macro
POST_00546,2024-06-27 03:42:00,Twitter,Tweet,Fitness,4386,96,146,49821,210,443944,1.04,3,Thursday,5,408,Positive,Macro,True,False,6,2024,4838,97.10764537042613,10.897770890022164,1.04,49821.0,4386.0,4838.0,True,macro
POST_03944,2024-06-27 07:56:00,Twitter,Poll,Fitness,1414,52,219,21856,416,340932,0.49,7,Thursday,0,1428,Positive,Macro,True,False,6,2024,2101,96.1292093704246,6.162519212042284,0.49,21856.0,1414.0,2101.0,True,macro
POST_00822,2024-06-27 11:32:00,Instagram,Story,Fitness,7588,275,166,24134,816,92879,8.64,11,Thursday,2,607,Neutral,Mid-tier,True,True,6,2024,8845,366.4954006795392,95.23143014029004,8.64,24134.0,7588.0,8845.0,True,mid-tier
POST_02073,2024-06-27 12:41:00,Instagram,Reel,Sports,5657,22,57,19850,44,65758,8.72,12,Thursday,6,503,Neutral,Mid-tier,False,True,6,2024,5780,291.183879093199,87.89805042732443,8.72,19850.0,5657.0,5780.0,True,mid-tier
POST_02979,2024-06-27 19:44:00,LinkedIn,Article,Health,112,132,441,15568,114,61132,1.12,19,Thursday,13,1887,Negative,Mid-tier,True,True,6,2024,799,51.323227132579646,13.07007786429366,1.12,15568.0,112.0,799.0,True,mid-tier
POST_03061,2024-06-28 20:35:00,Twitter,Thread,Fitness,85,11,206,20332,218,490512,0.06,20,Friday,9,172,Neutral,Macro,True,False,6,2024,520,25.57544757033248,1.0601167759402421,0.06,20332.0,85.0,520.0,True,macro
POST_04821,2024-06-29 02:09:00,Twitter,Poll,Fitness,2019,126,145,4386,325,145744,1.57,2,Saturday,26,1181,Positive,Macro,False,False,6,2024,2615,596.2152302781578,17.9424195850258,1.57,4386.0,2019.0,2615.0,True,macro
POST_03948,2024-06-29 08:58:00,Facebook,Video,Health,5900,5,98,26458,747,352542,1.7,8,Saturday,27,571,Positive,Macro,True,True,6,2024,6750,255.1213243631416,19.146654866654185,1.7,26458.0,5900.0,6750.0,True,macro
POST_04858,2024-06-29 14:27:00,YouTube,Community Post,Health,15275,349,40,883318,3970,151601,10.33,14,Saturday,4,1281,Positive,Macro,False,True,6,2024,19634,22.22755564813578,129.51101905660252,10.33,879754.8300000004,15275.0,19634.0,True,macro
POST_04630,2024-06-30 12:43:00,Facebook,Video,Sports,3206,371,505,74987,254,401795,1.02,12,Sunday,4,217,Neutral,Macro,True,False,6,2024,4336,57.82335604838172,10.791572816983786,1.02,74987.0,3206.0,4336.0,True,macro
POST_02113,2024-06-30 15:57:00,Instagram,Photo,Fitness,7533,344,79,2249,537,6980,113.98,15,Sunday,29,1586,Positive,Nano,True,False,6,2024,8493,3776.345042240996,1216.7621776504297,113.98,2249.0,7533.0,8493.0,True,nano
POST_04784,2024-07-02 22:49:00,Twitter,Thread,Health,1426,75,1297,54262,333,272360,1.03,22,Tuesday,19,131,Positive,Macro,True,False,7,2024,3131,57.70152224392761,11.495814363342635,1.03,54262.0,1426.0,3131.0,True,macro
POST_01747,2024-07-03 02:31:00,Instagram,Story,Health,9376,494,130,9456,687,392185,2.55,2,Wednesday,16,122,Positive,Macro,True,False,7,2024,10687,1130.1818950930626,27.249894820046663,2.55,9456.0,9376.0,10687.0,True,macro
POST_00598,2024-07-03 08:44:00,Instagram,Carousel,Sports,1351,242,204,9450,756,115059,1.56,8,Wednesday,15,435,Positive,Macro,True,False,7,2024,2553,270.1587301587302,22.18861627512841,1.56,9450.0,1351.0,2553.0,True,macro
POST_03451,2024-07-03 13:50:00,Facebook,Video,Sports,4400,199,380,53384,551,79586,6.26,13,Wednesday,21,356,Neutral,Mid-tier,True,False,7,2024,5530,103.58909036415405,69.48458271555297,6.26,53384.0,4400.0,5530.0,True,mid-tier
POST_04715,2024-07-05 15:47:00,Facebook,Live,Fitness,3556,198,430,34618,134,28134,14.87,15,Friday,24,565,Positive,Micro,True,False,7,2024,4318,124.73279796637587,153.47977536077346,14.87,34618.0,3556.0,4318.0,True,micro
POST_04167,2024-07-06 14:40:00,Instagram,Story,Sports,5218,403,62,5790,152,77714,7.31,14,Saturday,3,1305,Neutral,Mid-tier,True,True,7,2024,5835,1007.7720207253886,75.08299662866408,7.31,5790.0,5218.0,5835.0,True,mid-tier
POST_02217,2024-07-06 16:17:00,TikTok,Stitch,Sports,5660,575,2287,434613,821,86798,9.82,16,Saturday,6,42,Neutral,Mid-tier,True,False,7,2024,9343,21.49728609130422,107.64072904905643,9.82,434613.0,5660.0,9343.0,True,mid-tier
POST_03109,2024-07-07 06:35:00,Facebook,Live,Health,237,262,934,37926,790,50611,2.83,6,Sunday,25,438,Positive,Mid-tier,True,False,7,2024,2223,58.61414333175131,43.92325778980854,2.83,37926.0,237.0,2223.0,True,mid-tier
POST_03417,2024-07-07 20:28:00,Twitter,Tweet,Fitness,1240,110,1888,61635,268,16300,19.87,20,Sunday,6,143,Negative,Micro,True,False,7,2024,3506,56.88326437900543,215.09202453987731,19.87,61635.0,1240.0,3506.0,True,micro
POST_02383,2024-07-08 00:39:00,YouTube,Short,Health,12274,33,1022,805350,2867,366156,3.64,0,Monday,1,546,Positive,Macro,True,True,7,2024,16196,20.110510957968586,44.232512917991244,3.64,805350.0,12274.0,16196.0,True,macro
POST_02890,2024-07-08 03:44:00,TikTok,Stitch,Health,13311,699,860,59235,1511,424418,3.5,3,Monday,0,246,Positive,Macro,True,True,7,2024,16381,276.5425846205791,38.5963837537522,3.5,59235.0,13311.0,16381.0,True,macro
POST_04556,2024-07-08 08:31:00,Facebook,Story,Sports,561,341,25,25408,140,270739,0.34,8,Monday,8,1010,Neutral,Macro,False,True,7,2024,1067,41.99464735516373,3.941065010951507,0.34,25408.0,561.0,1067.0,True,macro
POST_01618,2024-07-08 11:56:00,LinkedIn,Post,Fitness,917,30,480,17738,197,437850,0.33,11,Monday,18,1615,Positive,Macro,True,True,7,2024,1624,91.55485398579322,3.7090327737809754,0.33,17738.0,917.0,1624.0,True,macro
POST_00979,2024-07-09 00:47:00,Facebook,Post,Sports,4808,185,6,40929,173,400800,1.25,0,Tuesday,4,1514,Neutral,Macro,True,False,7,2024,5172,126.36516895111046,12.904191616766466,1.25,40929.0,4808.0,5172.0,True,macro
POST_02327,2024-07-09 03:18:00,TikTok,Video,Health,2755,418,1334,183742,1226,240279,1.88,3,Tuesday,29,115,Negative,Macro,False,True,7,2024,5733,31.201358426489318,23.859763025482874,1.88,183742.0,2755.0,5733.0,True,macro
POST_01941,2024-07-10 05:47:00,Instagram,Story,Sports,6582,420,273,26082,722,50366,14.44,5,Wednesday,4,908,Neutral,Mid-tier,True,False,7,2024,7997,306.6099225519515,158.77774689274509,14.44,26082.0,6582.0,7997.0,True,mid-tier
POST_01772,2024-07-11 05:58:00,TikTok,Stitch,Health,34356,59,4218,132343,985,342408,11.28,5,Thursday,29,237,Positive,Macro,True,True,7,2024,39618,299.35848514844,115.70407233475854,11.28,132343.0,34356.0,39618.0,True,macro
POST_01543,2024-07-11 15:34:00,Facebook,Live,Sports,2936,61,825,66643,344,472811,0.81,15,Thursday,22,309,Negative,Macro,False,False,7,2024,4166,62.51219182809897,8.811131720708698,0.81,66643.0,2936.0,4166.0,True,macro
POST_03089,2024-07-12 02:01:00,Facebook,Post,Health,5101,83,48,56250,543,172333,3.04,2,Friday,14,300,Positive,Macro,False,False,7,2024,5775,102.66666666666667,33.51070311547991,3.04,56250.0,5101.0,5775.0,True,macro
POST_01389,2024-07-12 23:25:00,YouTube,Community Post,Fitness,12320,523,1125,832600,4374,256381,5.45,23,Friday,0,1337,Positive,Macro,True,True,7,2024,18342,22.029786211866444,71.54196293797123,5.45,832600.0,12320.0,18342.0,True,macro
POST_04195,2024-07-13 00:00:00,Facebook,Live,Sports,1548,305,875,6338,213,186496,1.46,0,Saturday,16,236,Neutral,Macro,True,False,7,2024,2941,464.0265067844746,15.769775223061083,1.46,6338.0,1548.0,2941.0,True,macro
POST_02933,2024-07-13 04:02:00,Instagram,Reel,Health,7368,290,266,14031,225,435732,1.82,4,Saturday,28,393,Positive,Macro,True,False,7,2024,8149,580.7854037488418,18.701862612798692,1.82,14031.0,7368.0,8149.0,True,macro
POST_02414,2024-07-13 06:33:00,Instagram,Carousel,Fitness,817,395,144,47931,767,299336,0.45,6,Saturday,25,1723,Positive,Macro,False,False,7,2024,2123,44.29283762074649,7.092364433278991,0.45,47931.0,817.0,2123.0,True,macro
POST_04471,2024-07-13 23:00:00,YouTube,Video,Health,16986,428,1556,403137,2580,291840,6.5,23,Saturday,23,313,Neutral,Macro,False,True,7,2024,21550,53.45577309946743,73.84183114035088,6.5,403137.0,16986.0,21550.0,True,macro
POST_00922,2024-07-14 00:28:00,Facebook,Story,Fitness,898,363,237,63297,250,234220,0.64,0,Sunday,5,1771,Positive,Macro,True,False,7,2024,1748,27.615842772959223,7.463068909572197,0.64,63297.0,898.0,1748.0,True,macro
POST_04569,2024-07-14 06:45:00,Instagram,Reel,Sports,1289,378,15,3301,169,126894,1.33,6,Sunday,2,435,Positive,Macro,True,True,7,2024,1851,560.7391699485005,14.58697810771195,1.33,3301.0,1289.0,1851.0,True,macro
POST_02929,2024-07-14 09:44:00,TikTok,Stitch,Sports,48015,847,622,366634,2415,412755,11.99,9,Sunday,20,248,Neutral,Macro,True,False,7,2024,51899,141.55533856652684,125.73802861261524,11.99,366634.0,47071.60000000001,51899.0,True,macro
POST_03606,2024-07-15 15:22:00,Instagram,Story,Health,896,83,15,15376,665,87259,1.14,15,Monday,27,1538,Neutral,Mid-tier,True,False,7,2024,1659,107.89542143600417,19.012365486654673,1.14,15376.0,896.0,1659.0,True,mid-tier
POST_02934,2024-07-16 00:46:00,Facebook,Post,Fitness,1368,158,220,2449,168,337878,0.52,0,Tuesday,2,1751,Positive,Macro,True,False,7,2024,1914,781.5434871376073,5.664766572549856,0.52,2449.0,1368.0,1914.0,True,macro
POST_03835,2024-07-16 14:00:00,Facebook,Live,Fitness,1041,54,307,7042,313,32264,4.35,14,Tuesday,25,388,Neutral,Micro,True,False,7,2024,1715,243.53876739562625,53.15521943962311,4.35,7042.0,1041.0,1715.0,True,micro
POST_04889,2024-07-16 19:41:00,Instagram,Carousel,Sports,651,316,21,21568,229,257303,0.38,19,Tuesday,8,966,Positive,Macro,True,False,7,2024,1217,56.42618694362018,4.729832143426233,0.38,21568.0,651.0,1217.0,True,macro
POST_01939,2024-07-17 09:28:00,Facebook,Live,Health,3751,376,204,72884,428,200731,2.16,9,Wednesday,3,156,Neutral,Macro,False,False,7,2024,4759,65.2955381153614,23.70834599538686,2.16,72884.0,3751.0,4759.0,True,macro
POST_03848,2024-07-17 21:47:00,Facebook,Story,Sports,6244,83,453,8334,627,120923,5.61,21,Wednesday,18,633,Neutral,Macro,False,False,7,2024,7407,888.768898488121,61.253855759450225,5.61,8334.0,6244.0,7407.0,True,macro
POST_04755,2024-07-18 10:48:00,TikTok,Video,Fitness,41082,1735,4138,122993,1771,58975,79.62,10,Thursday,6,434,Positive,Mid-tier,True,False,7,2024,48726,396.16888766027336,826.2144976685037,79.62,122993.0,41082.0,48726.0,True,mid-tier
POST_02874,2024-07-18 16:21:00,Twitter,Thread,Sports,2142,46,1609,9689,420,381137,1.0,16,Thursday,25,781,Positive,Macro,True,True,7,2024,4217,435.23583445143976,11.064262981552565,1.0,9689.0,2142.0,4217.0,True,macro
POST_00648,2024-07-21 05:38:00,LinkedIn,Document,Fitness,941,91,391,12694,42,44733,3.18,5,Sunday,1,1981,Neutral,Micro,True,True,7,2024,1465,115.4088545769655,32.74987145954888,3.18,12694.0,941.0,1465.0,True,micro
POST_01500,2024-07-21 12:23:00,TikTok,Stitch,Health,9583,1171,1049,99449,211,484277,2.44,12,Sunday,9,431,Positive,Macro,True,False,7,2024,12014,120.80563907128277,24.808116016246903,2.44,99449.0,9583.0,12014.0,True,macro
POST_03943,2024-07-22 06:18:00,Instagram,Carousel,Health,1714,234,86,31616,886,398896,0.51,6,Monday,4,1358,Positive,Macro,True,False,7,2024,2920,92.3582995951417,7.32020376238418,0.51,31616.0,1714.0,2920.0,True,macro
POST_03530,2024-07-23 15:28:00,Twitter,Thread,Health,4207,165,1684,47993,437,42741,14.17,15,Tuesday,18,405,Positive,Micro,True,False,7,2024,6493,135.29056320713437,151.91502304578742,14.17,47993.0,4207.0,6493.0,True,micro
POST_00718,2024-07-23 19:08:00,YouTube,Short,Fitness,17208,768,1390,692310,4807,457519,4.23,19,Tuesday,8,526,Positive,Macro,False,True,7,2024,24173,34.916439167425,52.83496423099369,4.23,692310.0,17208.0,24173.0,True,macro
POST_00081,2024-07-24 22:19:00,TikTok,Stitch,Sports,32699,1704,3136,342850,862,474115,7.92,22,Wednesday,29,219,Positive,Macro,True,True,7,2024,38401,112.00525010937727,80.99511721839637,7.92,342850.0,32699.0,38401.0,True,macro
POST_03648,2024-07-25 14:26:00,Twitter,Tweet,Health,911,225,505,61126,85,334504,0.49,14,Thursday,5,244,Negative,Macro,True,False,7,2024,1726,28.23675686287341,5.159878506684524,0.49,61126.0,911.0,1726.0,True,macro
POST_03015,2024-07-26 10:08:00,Facebook,Live,Fitness,7612,311,892,45488,312,247052,3.57,10,Friday,8,120,Neutral,Macro,False,False,7,2024,9127,200.64632430531128,36.943639395754744,3.57,45488.0,7612.0,9127.0,True,macro
POST_04055,2024-07-29 09:27:00,TikTok,Duet,Sports,44006,1151,4014,31568,2888,285899,17.2,9,Monday,22,38,Positive,Macro,True,False,7,2024,52059,1649.1066903193107,182.08877960398604,17.2,31568.0,44006.0,52059.0,True,macro
POST_02623,2024-07-31 01:11:00,Twitter,Retweet,Sports,3438,59,159,96798,491,443543,0.82,1,Wednesday,24,1571,Neutral,Macro,True,False,7,2024,4147,42.841794251947356,9.349713556521014,0.82,96798.0,3438.0,4147.0,True,macro
POST_02403,2024-08-01 20:31:00,Twitter,Retweet,Fitness,2846,195,1009,47746,250,31955,12.67,20,Thursday,3,526,Positive,Micro,True,False,8,2024,4300,90.05990030578478,134.56423094977313,12.67,47746.0,2846.0,4300.0,True,micro
POST_04014,2024-08-02 15:14:00,Instagram,Carousel,Fitness,4933,115,142,1244,544,310652,1.67,15,Friday,14,303,Neutral,Macro,False,False,8,2024,5734,4609.324758842444,18.45795295056848,1.67,1244.0,4933.0,5734.0,True,macro
POST_04230,2024-08-02 23:25:00,Instagram,Story,Sports,7284,54,4,31445,587,145050,5.06,23,Friday,7,1844,Positive,Macro,False,True,8,2024,7929,252.1545555732231,54.663908996897625,5.06,31445.0,7284.0,7929.0,True,macro
POST_03952,2024-08-03 09:29:00,TikTok,Duet,Fitness,21597,1379,2371,11258,2761,470151,5.39,9,Saturday,25,121,Positive,Macro,True,False,8,2024,28108,2496.713448214603,59.78504778252094,5.39,11258.0,21597.0,28108.0,True,macro
POST_01670,2024-08-04 13:47:00,TikTok,Duet,Fitness,22549,1799,4303,144648,868,491026,5.83,13,Sunday,6,64,Neutral,Macro,True,False,8,2024,29519,204.07471931862176,60.11697954894446,5.83,144648.0,22549.0,29519.0,True,macro
POST_02942,2024-08-04 20:42:00,Facebook,Post,Sports,4456,346,60,55278,112,269510,1.8,20,Sunday,9,1581,Negative,Macro,True,False,8,2024,4974,89.98154781287312,18.455715928908017,1.8,55278.0,4456.0,4974.0,True,macro
POST_01775,2024-08-04 23:01:00,TikTok,Video,Fitness,18789,1741,2015,56119,439,192372,11.72,23,Sunday,18,34,Positive,Macro,True,False,8,2024,22984,409.5582601258041,119.47684694238247,11.72,56119.0,18789.0,22984.0,True,macro
POST_04241,2024-08-05 05:12:00,LinkedIn,Article,Sports,1359,145,11,14036,145,492362,0.31,5,Monday,22,1097,Positive,Macro,True,True,8,2024,1660,118.26731262467939,3.3715030810663698,0.31,14036.0,1359.0,1660.0,True,macro
POST_04125,2024-08-06 03:22:00,TikTok,Video,Fitness,29207,222,1449,261817,1011,376032,8.21,3,Tuesday,16,193,Positive,Macro,True,False,8,2024,31889,121.79881367520062,84.80395285507616,8.21,261817.0,29207.0,31889.0,True,macro
POST_04410,2024-08-08 04:38:00,Facebook,Video,Health,7832,280,347,41443,132,348011,2.43,4,Thursday,6,206,Positive,Macro,True,True,8,2024,8591,207.29676905629418,24.686001304556466,2.43,41443.0,7832.0,8591.0,True,macro
POST_03143,2024-08-08 23:56:00,Facebook,Video,Fitness,4808,164,469,18006,571,294513,1.85,23,Thursday,8,215,Neutral,Macro,True,False,8,2024,6012,333.88870376541155,20.41336036100274,1.85,18006.0,4808.0,6012.0,True,macro
POST_02100,2024-08-09 14:38:00,Twitter,Thread,Sports,3683,256,129,34937,107,63371,6.42,14,Friday,23,127,Neutral,Mid-tier,True,True,8,2024,4175,119.50081575407162,65.88187025611083,6.42,34937.0,3683.0,4175.0,True,mid-tier
POST_04940,2024-08-10 00:20:00,TikTok,Stitch,Health,3214,127,2956,91030,1395,286438,2.2,0,Saturday,0,543,Negative,Macro,True,False,8,2024,7692,84.49961551136988,26.853978871518446,2.2,91030.0,3214.0,7692.0,True,macro
POST_03195,2024-08-11 04:32:00,Twitter,Poll,Fitness,3778,30,183,85008,474,17728,22.51,4,Sunday,15,958,Neutral,Micro,True,True,8,2024,4465,52.524468285337846,251.86146209386285,22.51,85008.0,3778.0,4465.0,True,micro
POST_01118,2024-08-11 16:29:00,TikTok,Stitch,Fitness,12455,196,1256,55775,2525,277747,5.01,16,Sunday,28,513,Neutral,Macro,True,False,8,2024,16432,294.6122814881219,59.16175512246757,5.01,55775.0,12455.0,16432.0,True,macro
POST_02987,2024-08-12 14:49:00,Instagram,Carousel,Sports,1236,438,41,37355,917,99618,1.72,14,Monday,3,1991,Positive,Mid-tier,True,True,8,2024,2632,70.45910855307187,26.420927944748943,1.72,37355.0,1236.0,2632.0,True,mid-tier
POST_04597,2024-08-13 09:45:00,LinkedIn,Article,Fitness,1770,51,349,5416,40,388683,0.56,9,Tuesday,19,1977,Positive,Macro,True,False,8,2024,2210,408.0502215657312,5.685867403513917,0.56,5416.0,1770.0,2210.0,True,macro
POST_03127,2024-08-13 14:22:00,LinkedIn,Post,Sports,1868,142,464,23956,197,225655,1.1,14,Tuesday,17,1835,Positive,Macro,True,False,8,2024,2671,111.49607613958925,11.83665329817642,1.1,23956.0,1868.0,2671.0,True,macro
POST_00258,2024-08-13 15:14:00,LinkedIn,Post,Fitness,1073,17,189,25942,97,363484,0.35,15,Tuesday,3,270,Positive,Macro,True,False,8,2024,1376,53.04140004625704,3.7855861606012917,0.35,25942.0,1073.0,1376.0,True,macro
POST_04879,2024-08-17 16:18:00,Twitter,Retweet,Fitness,595,193,1184,88463,95,211290,0.93,16,Saturday,21,1274,Positive,Macro,True,False,8,2024,2067,23.36570091450663,9.782763027119124,0.93,88463.0,595.0,2067.0,True,macro
